Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [Factory],Price [Factory],In stock [Factory],Low stock [Factory],Optimal stock [Factory],Available for sale [Stock Room],Price [Stock Room],In stock [Stock Room],Low stock [Stock Room],Optimal stock [Stock Room],item_name,uom_detail,uomDenomination,uomDimension
"strawberry-,-dried-(kg)",10302,"Strawberries , Dried (Kg)",Ingredients,<p>230B/Kg&nbsp;</p>,N,,,,,,,240.00,18.79,,,,Y,,Hia Pleam LumYai Market,,Y,240.00,-0.784,1.000,,N,variable,0.000,,,"Strawberries , Dried",Kg,kg,mass
"strawberries,-dried-(kg)",10084,"Strawberries, Dried (kg) Yok",Discontinued,"<p>Strawberries, Dried, 1 Bag = 3kg</p>",Y,,,,,,,448.00,0.00,,,,Y,,Yok Intertrade,0.00,N,448.00,-0.014,,,N,448.00,0.000,,,"Strawberries, Dried Yok",kg,kg,mass
"strawberry,-freeze-dried-(kg)",10159,"Strawberries, Freeze Dried  (kg)",Ingredients,<p>Strawberries freeze dried: small size (1kg/650B)</p>,N,,,,,,,650.00,123.81,,,,Y,,Hia Pleam LumYai Market,,Y,650.00,0.200,1.000,,N,variable,0.000,,,"Strawberries, Freeze Dried",kg,kg,mass
strawberry-powder-(kg),10475,Strawberry Powder (Kg),Ingredients,<p>Strawberry Powder from FREEZE DRIED FRUIT 100g/pack (199THB/pack)</p>,N,,,,,,,1990.00,0.00,,,,Y,,"Thaioachi Fruits Co., Ltd.",,Y,1990.00,0.248,,,N,1990.00,0.000,,,Strawberry Powder,Kg,kg,mass
sunflower-seeds-(kg),10263,Sunflower Seeds (kg),Discontinued,<p>Sunflower seeds - for Mooncake bar (500g/Bag)</p>,Y,,,,,,,184.00,0.00,,,,Y,,,0.00,N,184.00,0.000,,,N,184.00,0.000,,,Sunflower Seeds,kg,kg,mass
t-shirt-(life's-too-short)-size-2xl,10388,T-Shirt (Life's too short) Size 2XL,Merchandise,,N,,,,,,,150.00,0.00,,,,Y,,Pream ChiangMai,,N,150.00,0.000,,,Y,150.00,7.000,10.000,15.000,T-Shirt (Life's too short) Size 2XL,,,
t-shirt-(life's-too-short)-size-l,10386,T-Shirt (Life's too short) Size L,Merchandise,,N,,,,,,,150.00,0.00,,,,Y,,Pream ChiangMai,,N,150.00,0.000,,,Y,150.00,22.000,10.000,15.000,T-Shirt (Life's too short) Size L,,,
t-shirt-(life's-too-short)-size-m,10385,T-Shirt (Life's too short) Size M,Merchandise,"<p>T-Shirt (Retail) Size M, 2 color</p>",N,,,,,,,150.00,0.00,,,,Y,,Pream ChiangMai,,N,150.00,0.000,,,Y,150.00,7.000,10.000,15.000,T-Shirt (Life's too short) Size M,,,
t-shirt-(life's-too-short)-size-xl,10387,T-Shirt (Life's too short) Size XL,Merchandise,<p>T-Shirt (Retail) Size M&nbsp;</p>,N,,,,,,,150.00,0.00,,,,Y,,Pream ChiangMai,,N,150.00,0.000,,,Y,150.00,16.000,10.000,15.000,T-Shirt (Life's too short) Size XL,,,
t-shirt-(smy's-bird)-size-2xl,10384,T-Shirt (SMY's Bird) Size 2XL,Merchandise,,N,,,,,,,190.00,0.00,,,,Y,,Pream ChiangMai,,N,190.00,0.000,,,Y,190.00,28.000,10.000,15.000,T-Shirt (SMY's Bird) Size 2XL,,,
t-shirt-(smy's-bird)-size-l,10382,T-Shirt (SMY's Bird) Size L,Merchandise,,N,,,,,,,175.00,0.00,,,,Y,,Pream ChiangMai,,N,175.00,0.000,,,Y,175.00,57.000,10.000,15.000,T-Shirt (SMY's Bird) Size L,,,
t-shirt-(smy's-bird)-size-m,10381,T-Shirt (SMY's Bird) Size M,Merchandise,,N,,,,,,,175.00,0.00,,,,Y,,Pream ChiangMai,,N,175.00,0.000,,,Y,175.00,35.000,10.000,15.000,T-Shirt (SMY's Bird) Size M,,,
t-shirt-(smy's-bird)-size-s,10380,T-Shirt (SMY's Bird) Size S,Merchandise,<p>T-Shirt (Retail) size s</p>,N,,,,,,,175.00,0.00,,,,Y,,Pream ChiangMai,,N,175.00,0.000,,,Y,175.00,26.000,10.000,15.000,T-Shirt (SMY's Bird) Size S,,,
t-shirt-(smy's-bird)-size-xl,10383,T-Shirt (SMY's Bird) Size XL,Merchandise,,N,,,,,,,175.00,0.00,,,,Y,,Pream ChiangMai,,N,175.00,0.000,,,Y,175.00,13.000,10.000,15.000,T-Shirt (SMY's Bird) Size XL,,,
t5-box,10325,T5 Box,Packing,,N,,,,,,,24.00,0.00,BOX T5,,,Y,,G.M. Box Chiang Mai,,N,24.00,0.000,,,Y,24.00,42.000,5.000,,T5 Box,,,
tag---dipped-orange,10472,Tag - Dipped Orange,Packaging,,N,,,,,,,variable,0.00,,,,Y,,Ploy Printing,,N,variable,-50.000,,,N,variable,0.000,,,Tag - Dipped Orange,,,
taste-of-thailand-box-(new),10343,Taste of Thailand Box,Packaging,<p>New Package</p>,N,,,,,,,15.00,0.00,,,,Y,,Blueprint Design Ltd.Part.,,Y,15.00,750.000,500.000,,N,15.00,475.000,100.000,,Taste of Thailand Box,,,
tasting-box,10245,Tasting Box,Finished Good (others),"<p>Tasting Box. Includes ingredients, foil, individual packaging, and the packaging for the entire box itself. For 9 flavors each is 8 grams. Thai Tea, Durian, Chili, Coffee Crunch, Signature 70%, Signature 85%, Signature Milk, Masala Chai, Coconut Milk.&nbsp;</p>",Y,,,,,,,variable,12.33,,10210,1.000,N,Y,,,N,variable,0.000,,,Y,350.00,807.000,,,Tasting Box,,,
,,,,,,,,,,,,,,,10211,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10212,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10213,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10214,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10215,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10216,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10217,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10218,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10219,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10013,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10010,0.015,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10087,0.007,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10043,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10004,0.040,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10012,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10014,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10080,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10165,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10375,1.000,,,,,,,,,,,,,,,,,,
tasting-spoons,10147,Tasting Spoons (pcs),Supplies,<p>Tasting spoons 100 pcs/ pack</p>,N,,,,,,,60.00,0.00,,,,Y,,Chiang Mai Plastic,,Y,60.00,3900.000,1000.000,2000.000,N,variable,0.000,,,Tasting Spoons,pcs,pcs,count
tea-&-coffee-box-(new),10344,Tea & Coffee Box,Packaging,<p>New Package</p>,N,,,,,,,15.00,0.00,,,,Y,,Blueprint Design Ltd.Part.,,Y,15.00,460.000,500.000,,Y,15.00,408.000,100.000,,Tea & Coffee Box,,,
chili---dark-chocolate-70%-(20g),8857126163117,Thai Bullet Chili 70% Dark Chocolate (20g),Finished Goods (Core),"<p>Chili Dark Chocolate 70% (20g). Small Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,4.10,8857126163117,10031,1.000,N,Y,,,Y,variable,273.000,100.000,300.000,Y,60.00,144.000,48.000,180.000,Thai Bullet Chili 70% Dark Chocolate,20g,,other
,,,,,,,,,,,,,,,10010,0.019,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.001,,,,,,,,,,,,,,,,,,
chili---dark-chocolate-70%-base-(75g),8857126163032,Thai Bullet Chili 70% Dark Chocolate (75g),Finished Goods (Core),"<p>Chili - Dark Chocolate 70% Base (75g). Large Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,12.40,8857126163032,10010,0.074,N,Y,,,Y,variable,683.000,250.000,800.000,Y,145.00,190.000,48.000,180.000,Thai Bullet Chili 70% Dark Chocolate,75g,,other
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10024,1.000,,,,,,,,,,,,,,,,,,
chili---dark-chocolate-70%-(8q-squares),10175,Thai Bullet Chili 70% Dark Chocolate (8g Squares),Discontinued,"<p>Chili, Dark Chocolate 70%. 8 gram squares. Includes flavoring, chocolate, wrapping, and foil.</p>",N,,,,,,,variable,1.17,,10010,0.007,N,Y,,,N,variable,42.000,,,N,variable,0.000,,,Thai Bullet Chili 70% Dark Chocolate,8g Squares,,other
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
bullet-chili-peanuts-(100g),10250,Thai Bullet Chili Peanuts (100g),Discontinued,"<p>Thai Bullet Chili Peanuts, sold in 100g quantities. Includes wrapping.</p>",N,,,,,,,variable,11.55,,10044,0.033,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Thai Bullet Chili Peanuts,100g,,other
,,,,,,,,,,,,,,,10010,0.065,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10011,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10248,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10249,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10182,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10251,2.000,,,,,,,,,,,,,,,,,,
thai-tea---milk-chocolate-50%-(20g),8857126163162,Thai Tea Milk Chocolate (20g),Finished Goods (Core),"<p>Thai Tea - Milk Chocolate 50% (20g). Small Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,3.16,8857126163162,10004,0.019,N,Y,,,Y,variable,831.000,150.000,400.000,Y,60.00,624.000,48.000,180.000,Thai Tea Milk Chocolate,20g,,other
,,,,,,,,,,,,,,,10012,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10027,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.001,,,,,,,,,,,,,,,,,,
thai-tea---milk-chocolate-50%-(75g),8857126163087,Thai Tea Milk Chocolate (75g),Finished Goods (Core),"<p>Thai Tea- Milk Chocolate 50% (75g). Large Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,12.30,8857126163087,10004,0.074,N,Y,,,Y,variable,1086.000,300.000,1000.000,Y,145.00,168.000,48.000,180.000,Thai Tea Milk Chocolate,75g,,other
,,,,,,,,,,,,,,,10012,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10022,1.000,,,,,,,,,,,,,,,,,,
thai-tea---milk-chocolate-50%-(8g-squares),10174,Thai Tea Milk Chocolate (8g Squares),Finished Good (others),"<p>Thai Tea Milk Chocolate 50%. Includes chocolate, flavoring, wrapping, and foil.</p>",N,,,,,,,variable,1.33,,10012,0.001,N,Y,,,N,variable,278.000,,,Y,variable,0.000,,,Thai Tea Milk Chocolate,8g Squares,,other
,,,,,,,,,,,,,,,10004,0.008,,,,,,,,,,,,,,,,,,
thai-tea-peanuts-(100g),10285,Thai Tea Peanuts (100g),Discontinued,<p>Peanuts coated with Thai Tea milk chocolate.</p>,N,,,,,,,variable,10.48,,10044,0.033,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Thai Tea Peanuts,100g,,other
,,,,,,,,,,,,,,,10004,0.065,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10012,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10090,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10248,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10249,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10286,2.000,,,,,,,,,,,,,,,,,,
thai-tea-powder,10012,Thai Tea Powder (kg),Ingredients,"<p>Nestea Thai Tea &nbsp;(200g/bag) &nbsp;12 bag/box=2.4kg, we order 5 boxes (12kg=12,000g)per time</p>",Y,,,,,,,280.00,0.00,,,,Y,,"Chiangmai Booncharoen Supply Co., Ltd.",0.00,Y,280.00,4.400,2.000,4.000,N,variable,0.000,,,Thai Tea Powder,kg,kg,mass
the-sharing-box,10470,The Sharing Box,Finished Good (others),<p>Small bar sharing box - 8x20g bars</p>,N,,,,,,,750.00,25.95,,10010,0.039,N,Y,,,N,variable,0.000,,,Y,750.00,0.000,,,The Sharing Box,,,
,,,,,,,,,,,,,,,10004,0.095,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10087,0.019,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10043,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10080,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10012,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10014,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10079,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10165,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10278,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10030,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10465,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10032,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10036,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10027,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10035,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10033,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10034,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10464,1.000,,,,,,,,,,,,,,,,,,
sharing-box-set-(small-bar),10464,The Sharing Box - Box,Packaging,<p>Sharing Box Set (small bar) 8 small bars set</p>,N,,,,,,,18.00,0.00,,,,Y,,Blueprint Design Ltd.Part.,0.00,Y,18.00,975.000,,,N,variable,0.000,,,The Sharing Box - Box,,,
the-surin-phuket-belly-band,10397,The Surin Phuket Belly band,Sleeve Logo,<p>สายคาด สุรินเบย์ ภูเก็ต บาร์เล็ก</p>,N,,,,,,,1.00,0.00,,,,Y,,,,N,1.00,0.000,,,Y,1.00,404.000,100.000,,The Surin Phuket Belly band,,,
tin-for-drinking-chocolate-(150g),10353,Tin for Drinking Chocolate (150g),Discontinued,<p>Tin for Mint Drinking Chocolate</p>,N,,,,,,,variable,0.00,,,,Y,,,,N,variable,6.000,,,N,variable,0.000,,,Tin for Drinking Chocolate,150g,,other
tin-for-mango-jelly,10119,Tin for Mango Jelly,Packaging,,N,,,,,,,12.00,0.00,,,,Y,,"Siam O-Pack Co., Ltd.",0.00,Y,12.00,966.000,500.000,1000.000,N,variable,0.000,,,Tin for Mango Jelly,,,
tissue-big-roll-(box),10427,Tissue Big Roll (box),Cleaning,<p>Tissue Big Roll: 12 rolls/box &nbsp;(Size 8 cm. x 600 m./roll)</p>,N,,,,,,,1105.00,0.00,,,,Y,,,,Y,1105.00,0.000,,,N,1105.00,2.000,,,Tissue Big Roll,box,box,count
toffee-(kg),10442,Toffee (kg),Ingredients,<p>for German Chocolate Cake</p>,N,,,,,,,variable,445.34,,,,Y,,,,N,variable,3.796,,,N,variable,0.000,,,Toffee,kg,kg,mass
tom-yum-(20g),10469,Tom Yum 70% Dark Chocolate (20g),Finished Goods (Core),,N,,,,,,,variable,3.18,,10010,0.019,N,Y,,,Y,variable,496.000,200.000,400.000,Y,60.00,0.000,90.000,,Tom Yum 70% Dark Chocolate,20g,,other
,,,,,,,,,,,,,,,10278,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10057,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10055,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10056,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10465,0.001,,,,,,,,,,,,,,,,,,
tom-yum-65%-dark-chocolate-(75g),10277,Tom Yum Dark Chocolate (75g),Finished Goods (Core),<p>Tom Yum chocolate 75g</p>,N,,,,,,,variable,10.73,,10102,0.003,N,Y,,,Y,variable,226.000,,,Y,145.00,47.000,120.000,,Tom Yum Dark Chocolate,75g,,other
,,,,,,,,,,,,,,,10284,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10010,0.064,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10278,0.002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10056,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10057,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10055,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10376,0.006,,,,,,,,,,,,,,,,,,
tom-yum-powder-(kg),10278,Tom Yum Powder (kg),Ingredients,,Y,,,,,,,600.00,0.00,,,,Y,,"Dor.Dekkinphak Co., Ltd.",,Y,600.00,1.091,,,N,variable,0.000,,,Tom Yum Powder,kg,kg,mass
"tomato-(dried),-natural-flavor-(kg)",10376,Tomato (Dried),Ingredients,<p>Dried Queen Tomato &nbsp;(Natural Flavor) By Maechuy 1kg/pack</p>,Y,,,,,,,350.00,0.00,,,,Y,,Maechuy,,Y,350.00,13.500,,,N,variable,0.000,,,Tomato (Dried),,,
tomato-(kg),10072,"Tomato, Dried (kg) Natural",Discontinued,"<p>Tomato, 1 Bag &nbsp;=10kg</p>",Y,,,,,,,350.00,0.00,,,,Y,,Maechuy,0.00,Y,350.00,0.000,,,N,variable,0.000,,,"Tomato, Dried Natural",kg,kg,mass
tote-bag-(life's-too-short),10378,Tote Bag (Life's too short),Merchandise,<p>Tote bag (Retail)</p>,N,,,,,,,80.00,0.00,,,,Y,,Pream ChiangMai,,N,80.00,0.000,,,Y,80.00,0.000,15.000,25.000,Tote Bag (Life's too short),,,
tote-bag-(smy's-bird),10379,Tote Bag (SMY's Bird),Merchandise,<p>Tote Bag (Retail) 4 color</p>,N,,,,,,,100.00,0.00,,,,Y,,Pream ChiangMai,,N,100.00,0.000,,,Y,100.00,0.000,15.000,25.000,Tote Bag (SMY's Bird),,,
tropical-fruit-box-(new),10345,Tropical Fruit Box,Packaging,<p>New Package</p>,N,,,,,,,15.00,0.00,,,,Y,,Blueprint Design Ltd.Part.,,Y,15.00,1125.000,500.000,,Y,15.00,478.000,100.000,,Tropical Fruit Box,,,
vacuum-pack-bags,10125,Vacuum Pack Bags,Packaging,<p>Vacuum Pack Bags &nbsp;(25*35cm) (100bags/pack)</p>,N,,,,,,,240.00,0.00,,,,Y,,,,N,240.00,441.000,50.000,100.000,N,240.00,0.000,,,Vacuum Pack Bags,,,
songkran---milk-chocolate-50%-(75g),10268,Vanilla Jasmine Milk Chocolate - Songkran (75g),Discontinued,"<p>Songkran - Milk Chocolate 50%. Big Bar. 75 grams. Includes wrapping, packaging, flavors, and chocolate.</p>",N,,,,,,,variable,22.06,,10061,0.001,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Vanilla Jasmine Milk Chocolate - Songkran,75g,,other
,,,,,,,,,,,,,,,10059,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10154,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10004,0.072,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10099,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
vanilla-oil-(ml),10059,Vanilla Oil (l),Ingredients,"<p>Vanilla Oil, 1 Bottle = 400ml</p>",Y,,,,,,,700.00,0.00,,,,Y,,Nutrifood Creation Limited Partnership,0.00,N,700.00,249.546,,,N,700.00,0.000,,,Vanilla Oil,l,l,volume
vinegar-200ml.,10463,Vinegar 200ml.,Finished Good (others),,N,,,,,,,variable,0.00,,,,Y,,,,N,variable,0.000,,,Y,250.00,0.000,,,Vinegar 200ml.,,,
walnut-(kg),10361,Walnut (kg),Discontinued,<p>for Chinese New Year 2025</p>,Y,,,,,,,variable,0.00,,,,Y,,Yok Intertrade,,N,variable,0.680,,,N,variable,0.000,,,Walnut,kg,kg,mass
washing-powder,10404,Washing powder,Cleaning,<p>washing powder (3kg)</p>,N,,,,,,,99.00,0.00,,,,Y,,Makro,,Y,99.00,0.000,,,N,99.00,0.000,,,Washing powder,,,
"white-bag-9""-x-6""-(for-powders)",10128,"White Bag 9"" x 6"" (for powders)",Discontinued,<p>White Bag that is used for powder measuring 9 inches by 6 inches&nbsp;</p>,N,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,"White Bag 9"" x 6"" (for powders)",,,
white-board-pens-(blue),10420,White board pens (blue),Supplies,<p>white board pens (blue) for factory</p>,N,,,,,,,23.00,0.00,,,,Y,,บริษัท คลังเครื่องเขียน กรุ๊ป 2555 จำกัด,,Y,23.00,10.000,,,N,23.00,0.000,,,White board pens (blue),,,
white-boxes,10156,White Boxes,Packaging,<p>White boxes&nbsp;</p>,N,,,,,,,11.50,0.00,,,,Y,,BangkokPack,0.00,Y,11.50,7580.000,1000.000,2000.000,N,variable,0.000,,,White Boxes,,,
white-cake-boxes-(for-almond-butter-cups),10152,White Cake Boxes (for almond butter cups),Packaging,<p>White cake box &nbsp;(2-pound size) used for almond butter cups (10 pcs/pack)</p>,N,,,,,,,8.50,0.00,,,,Y,,Yok Intertrade,0.00,Y,8.50,-1.000,10.000,20.000,N,8.50,0.000,,,White Cake Boxes (for almond butter cups),,,
white-inner-box-for-giftset,10063,White inner box for Giftset,Packing,,Y,,,,,,,3.50,0.00,,,,Y,,,0.00,Y,3.50,3784.000,,,Y,3.50,1154.000,200.000,1307.000,White inner box for Giftset,,,
white-long-sleeved-gown-(3xl),10415,White long-sleeved gown (3XL),Supplies,"<p>White long-sleeved gown with elastic cuffs, TC fabric, code: G112</p>",N,,,,,,,395.00,0.00,,,,Y,,"Thanapand Co., Ltd.",,Y,395.00,0.000,,,N,395.00,0.000,,,White long-sleeved gown (3XL),,,
white-long-sleeved-gown-(l),10414,White long-sleeved gown (L),Supplies,"<p>White long-sleeved gown with elastic cuffs, TC fabric, code: G112</p>",N,,,,,,,315.00,0.00,,,,Y,,"Thanapand Co., Ltd.",,Y,315.00,0.000,,,N,315.00,0.000,,,White long-sleeved gown,L,l,volume
white-long-sleeved-gown-(m),10413,White long-sleeved gown (M),Supplies,"<p>White long-sleeved gown with elastic cuffs, TC fabric, code: G112</p>",N,,,,,,,315.00,0.00,,,,Y,,"Thanapand Co., Ltd.",,Y,315.00,0.000,,,N,315.00,0.000,,,White long-sleeved gown (M),,,
white-long-sleeved-gown-(s),10412,White long-sleeved gown (S),Supplies,"<p>White long-sleeved gown with elastic cuffs, TC fabric, code: G112</p>",N,,,,,,,315.00,0.00,,,,Y,,"Thanapand Co., Ltd.",,Y,315.00,0.000,,,N,315.00,0.000,,,White long-sleeved gown (S),,,
white-paper-for-butter-cup-(pack),10391,White paper for butter cup (350pcs/pack),Packaging,<p>White paper for butter cup (350pcs/pack)</p>,N,,,,,,,79.00,0.00,,,,Y,,Yok Intertrade,0.00,N,79.00,0.000,1.000,3.000,N,79.00,0.000,,,White paper for butter cup,350pcs/pack,pack,count
white-short-sleeved-gown--(xl),10409,White short-sleeved gown  (S),Supplies,"<p>White short-sleeved gown, waterproof fabric / TC fabric, code: G109</p>",N,,,,,,,263.00,0.00,,,,Y,,"Thanapand Co., Ltd.",,Y,263.00,0.000,,,N,263.00,0.000,,,White short-sleeved gown  (S),,,
white-short-sleeved-gown-(2xl),10410,White short-sleeved gown (2XL),Supplies,"<p>White short-sleeved gown, waterproof fabric / TC fabric, code: G109</p>",N,,,,,,,313.00,0.00,,,,Y,,"Thanapand Co., Ltd.",,Y,313.00,0.000,,,N,313.00,0.000,,,White short-sleeved gown (2XL),,,
white-short-sleeved-gown-(3xl),10411,White short-sleeved gown (3XL),Supplies,"<p>White short-sleeved gown, waterproof fabric / TC fabric, code: G109</p>",N,,,,,,,343.00,0.00,,,,Y,,"Thanapand Co., Ltd.",,Y,343.00,0.000,,,N,343.00,0.000,,,White short-sleeved gown (3XL),,,
white-short-sleeved-gown-(s),10407,White short-sleeved gown (L),Supplies,"<p>White short-sleeved gown, waterproof fabric / TC fabric, code: G109</p>",N,,,,,,,263.00,0.00,,,,Y,,"Thanapand Co., Ltd.",,Y,263.00,0.000,,,N,263.00,0.000,,,White short-sleeved gown,L,l,volume
white-short-sleeved-gown-(m),10408,White short-sleeved gown (M),Supplies,"<p>White short-sleeved gown, waterproof fabric / TC fabric, code: G109</p>",N,,,,,,,263.00,0.00,,,,Y,,"Thanapand Co., Ltd.",,Y,263.00,0.000,,,N,263.00,0.000,,,White short-sleeved gown (M),,,
whiteboard-pens-(red),10421,Whiteboard pens (red),Supplies,<p>Whiteboard pens (red) for factory</p>,N,,,,,,,23.00,0.00,,,,Y,,บริษัท คลังเครื่องเขียน กรุ๊ป 2555 จำกัด,,Y,23.00,4.000,,,N,23.00,0.000,,,Whiteboard pens (red),,,
wrapper----tom-yum-(20g),10465,Wrapper -  Tom Yum (20g),Packaging,<p>Wrapper &nbsp;for Tom Yum (20g)</p>,N,,,,,,,4.00,0.00,,,,Y,,Blueprint Design Ltd.Part.,,Y,4.00,1922.000,500.000,1500.000,N,variable,0.000,,,Wrapper -  Tom Yum,20g,,other
wrapper---gourmet-market-85%-+-nibs-(75g),10105,Wrapper - 85% & Nibs - Gourmet Market (75g),Discontinued,<p>Wrapper for Exclusive Gourmet Market 85% + Nibs Big Bar (75g)</p>,N,,,,,,,variable,2.02,,,,Y,,,0.00,N,variable,-38.000,150.000,500.000,N,variable,0.000,,,Wrapper - 85% & Nibs - Gourmet Market,75g,,other
wrapper---apple-pie---halloween-(75g),10459,Wrapper - Apple Pie - Halloween (75g),Packaging,,N,,,,,,,variable,0.00,,,,Y,,,,Y,variable,1072.000,,,N,variable,0.000,,,Wrapper - Apple Pie - Halloween,75g,,other
wrapper---banana-(20g),10034,Wrapper - Banana (20g),Packaging,<p>Wrapper for the Banana Small bar (20g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,1874.000,1000.000,2500.000,N,variable,0.000,,,Wrapper - Banana,20g,,other
